checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2,11,0,0,1154,4,3,4,1,0,4,0,57,0,0,3,1,1,1,0,0
1,24,1,2,4351,0,1,1,1,0,4,1,48,0,0,1,1,1,0,0,0
2,18,0,0,1149,3,1,4,0,0,3,0,46,0,0,2,0,1,1,0,0
2,24,1,4,3488,4,2,3,1,0,4,3,23,0,0,1,0,1,1,0,0
2,24,1,3,1249,1,4,4,3,0,2,0,28,0,0,1,0,1,1,0,0
2,9,1,0,1478,1,2,4,0,0,2,3,22,0,0,1,0,1,1,0,1
0,12,1,3,759,1,2,4,0,0,2,0,26,0,0,1,0,1,1,0,1
1,10,1,2,1521,1,1,4,2,0,2,3,31,0,0,1,1,1,1,0,0
2,24,1,2,2835,2,0,3,0,0,4,1,53,0,0,1,0,1,1,0,0
2,12,0,0,1655,1,0,2,0,0,4,0,63,0,0,2,1,1,0,0,0
1,48,2,5,6681,0,1,4,0,0,4,2,38,0,1,1,0,2,0,0,0
0,12,3,7,1108,1,2,4,0,0,3,0,28,0,0,2,0,1,1,0,1
2,18,1,3,6761,0,1,2,0,0,4,3,68,0,2,2,0,1,1,0,1
2,48,0,4,11590,4,1,2,1,0,4,3,24,1,2,2,1,1,1,0,1
2,21,2,5,2580,2,4,4,0,0,2,0,41,1,0,1,1,2,1,0,1
2,6,0,0,1237,4,1,1,1,0,1,1,27,0,0,2,0,1,1,0,0
2,12,1,3,3527,0,4,2,0,0,3,1,45,0,0,1,2,2,0,0,0
0,24,1,2,2359,4,3,1,2,0,1,1,33,0,0,1,0,1,1,0,1
2,9,0,1,1244,0,0,4,1,0,4,1,41,0,2,2,1,1,1,0,0
2,24,1,0,1413,1,1,4,3,0,2,1,28,0,0,1,0,1,1,0,0
3,10,0,0,1347,0,2,4,0,0,2,1,27,0,0,2,0,1,0,0,0
3,10,1,2,1275,1,4,4,1,0,2,1,23,0,0,1,0,1,1,0,0
0,18,4,0,1940,1,4,3,0,2,4,2,36,1,1,1,2,1,0,0,0
2,24,0,7,5507,1,0,3,0,0,4,2,44,0,1,2,0,1,1,0,0
0,27,0,5,2442,1,0,4,0,0,4,3,43,2,0,4,2,2,0,0,0
1,12,1,0,1567,1,1,1,1,0,1,3,22,0,0,1,0,1,0,0,0
1,9,1,0,1206,1,0,4,1,0,4,0,25,0,0,1,0,1,1,0,0
3,12,1,0,1881,1,1,2,1,0,2,3,44,0,2,1,1,1,0,0,0
0,12,4,0,2149,1,1,4,2,0,1,2,29,0,1,1,0,1,1,0,1
1,48,1,0,3060,1,2,4,0,0,4,0,28,0,0,2,0,1,1,0,1
2,13,1,0,1409,4,3,2,1,0,4,0,64,0,0,1,0,1,1,0,0
0,9,1,3,1422,1,4,3,0,0,2,2,27,0,1,1,2,1,0,0,1
2,12,4,9,3447,2,1,4,1,0,3,0,35,0,0,1,1,2,1,0,0
2,24,2,3,2538,1,0,4,0,0,4,3,47,0,0,2,1,2,1,0,1
1,13,0,0,882,1,4,4,0,1,4,0,23,0,0,2,0,1,1,0,0
0,18,3,5,3104,1,2,3,0,0,1,1,31,1,0,1,0,1,0,0,0
1,12,1,4,2028,0,1,4,0,0,2,3,30,0,0,1,0,1,1,0,0
1,27,3,5,8318,1,0,2,1,0,4,2,42,0,1,2,2,1,0,0,1
2,18,1,0,433,1,3,3,1,2,4,0,22,0,2,1,0,1,1,0,1
0,10,1,0,2315,1,0,3,0,0,4,0,52,0,0,1,1,1,1,0,0
1,12,1,3,1318,3,0,4,0,0,4,0,54,0,0,1,0,1,0,0,0
2,24,1,0,3621,4,0,2,0,0,4,3,31,0,0,2,0,1,1,0,1
0,36,1,3,9271,1,2,2,0,0,1,3,24,0,0,1,0,1,0,0,1
0,24,0,0,1231,3,0,4,1,0,4,1,57,0,2,2,2,1,0,0,0
0,30,1,0,2522,1,0,1,0,1,3,1,39,0,0,1,0,2,1,0,0
2,18,0,4,3229,0,3,2,0,0,4,2,38,0,0,1,2,1,0,0,0
1,30,0,3,4249,1,3,4,3,0,2,3,28,0,0,2,2,1,1,0,1
1,24,2,0,1553,4,2,3,1,0,2,1,23,0,2,2,0,1,0,0,0
2,15,1,0,3568,1,0,4,1,0,2,3,54,1,2,1,2,1,0,0,0
1,48,3,5,3844,4,2,4,0,0,4,2,34,0,1,1,1,2,1,0,1
0,18,1,2,2039,1,1,1,1,0,4,0,20,1,2,1,0,1,1,0,1
1,48,1,0,5951,1,1,2,1,0,2,0,22,0,0,1,0,1,1,0,1
2,24,0,0,2578,3,0,2,0,0,2,3,34,0,0,1,0,1,1,0,0
0,12,1,3,2579,1,4,4,0,0,1,0,33,0,0,1,1,2,1,0,1
2,24,1,3,1393,1,1,2,0,1,2,0,31,0,0,1,0,1,0,0,0
1,24,2,5,4712,0,1,4,0,0,2,1,37,1,0,2,2,1,0,0,0
1,24,1,3,3512,4,2,2,0,0,3,3,38,1,0,2,0,1,0,0,0
2,36,0,4,5711,3,0,4,0,0,2,3,38,0,0,2,2,1,0,0,0
2,24,0,3,1940,3,0,4,0,0,4,0,60,0,0,1,0,1,0,0,0
2,36,0,4,5842,1,0,2,0,0,2,1,35,0,0,2,0,2,0,0,0
1,18,1,3,1042,0,1,4,1,0,2,1,33,0,0,1,0,1,1,0,1
1,18,0,5,3590,1,3,3,3,0,3,3,40,0,0,3,3,2,0,0,0
1,36,1,1,2273,1,2,3,0,0,1,3,32,0,0,2,0,2,1,0,0
0,14,1,3,8978,1,0,1,2,0,4,1,45,0,0,1,2,1,0,1,1
2,36,1,5,7409,0,0,3,0,0,2,1,37,0,0,2,0,1,1,0,0
0,12,4,9,339,1,0,4,3,0,1,3,45,1,0,1,1,1,1,0,0
0,30,1,2,3622,3,0,4,1,0,4,1,57,0,2,2,0,1,0,0,0
1,48,2,8,7582,4,3,2,0,0,4,2,31,0,1,1,2,1,0,0,0
1,12,0,6,1424,1,2,4,0,0,3,1,26,0,0,1,0,1,1,0,0
2,12,1,3,1101,1,1,3,3,0,2,0,27,0,0,2,0,1,0,0,0
1,48,1,2,9960,1,4,1,1,0,2,3,26,0,0,1,0,1,0,0,1
1,24,2,5,6967,4,2,4,0,0,4,3,36,0,2,1,2,1,0,0,0
0,24,1,2,7721,0,4,1,1,0,2,1,30,0,0,1,0,1,0,1,0
0,9,1,0,1366,1,4,3,1,0,4,1,22,0,2,1,0,1,1,0,1
2,7,2,0,846,0,0,3,0,0,4,2,36,0,1,1,0,1,1,0,0
2,15,0,2,2788,1,2,2,1,2,3,3,24,1,0,2,0,1,1,0,0
2,6,4,3,783,0,1,1,0,1,2,0,26,2,0,1,1,2,1,0,0
0,12,1,2,652,1,0,4,1,0,4,1,24,0,2,1,0,1,1,0,0
2,10,1,3,1418,4,1,3,0,0,2,0,35,0,2,1,1,1,1,1,0
2,15,0,2,3343,1,1,4,0,0,2,2,28,0,1,1,0,1,0,0,0
1,18,1,0,1113,1,1,4,1,1,4,0,26,0,0,1,1,2,1,0,0
1,9,1,3,1549,0,4,4,0,0,2,0,35,0,0,1,3,1,1,0,0
2,12,1,1,719,1,0,4,0,0,4,3,41,1,0,1,1,2,1,0,1
0,12,0,3,4843,1,0,3,0,2,4,1,43,0,2,2,0,1,0,0,1
2,15,1,2,2221,2,1,2,1,0,4,3,20,0,2,1,0,1,1,0,0
1,9,1,0,1082,1,0,4,0,0,4,3,27,0,0,2,1,1,1,0,0
1,48,4,5,3566,4,2,4,0,0,2,3,30,0,0,1,0,1,1,0,0
2,18,2,5,2169,1,1,4,3,0,2,3,28,0,0,1,0,1,0,0,1
2,20,0,3,3485,0,4,2,2,0,4,0,44,0,0,2,0,1,0,0,0
2,24,1,4,6313,0,0,3,0,0,4,3,41,0,0,1,2,2,0,0,0
0,24,2,3,1333,1,3,4,0,0,2,0,43,0,1,2,0,2,1,0,1
0,6,0,2,3384,1,1,1,2,0,4,0,44,0,2,1,2,1,0,0,1
0,18,1,3,976,1,4,1,1,0,2,3,23,0,0,1,1,1,1,0,1
0,20,0,3,2235,1,1,4,3,1,2,1,33,1,2,2,0,1,1,1,1
2,21,0,3,12680,0,0,4,0,0,4,2,30,0,1,1,2,1,0,0,1
1,12,1,5,1037,4,2,3,0,0,4,0,39,0,0,1,1,1,1,0,0
0,15,1,2,1845,1,4,4,1,1,1,1,46,0,2,1,0,1,1,0,0
3,30,0,0,3017,1,0,4,0,0,4,1,47,0,0,1,0,1,1,0,0
2,12,0,5,1185,1,1,3,1,0,2,0,27,0,0,2,0,1,1,0,0
0,18,1,2,1131,1,3,4,1,0,2,3,33,0,0,1,0,1,1,0,1
0,42,1,2,7882,1,2,2,0,1,4,1,45,0,1,1,0,2,1,0,0
2,9,0,2,2406,1,3,2,0,0,3,3,31,0,0,1,2,1,1,0,0
0,12,3,3,1082,1,1,4,0,0,4,3,48,1,0,2,0,1,1,0,1
2,15,1,3,3556,0,1,3,0,0,2,2,29,0,0,1,0,1,1,0,0
0,6,1,0,2647,2,1,2,0,0,3,0,44,0,2,1,0,2,1,0,0
2,24,1,3,1469,4,0,4,3,0,4,0,41,0,2,1,1,1,1,0,0
0,18,1,2,2462,1,1,2,0,0,2,3,22,0,0,1,0,1,1,0,1
0,12,1,3,1372,1,2,2,2,0,3,3,36,0,0,1,0,1,1,0,1
1,18,1,5,4439,1,0,1,0,2,1,0,33,1,0,1,2,1,0,0,0
1,9,4,3,1437,4,2,2,0,0,3,2,29,0,0,1,0,1,1,0,1
2,24,2,5,2978,0,1,4,0,0,4,0,32,0,0,2,0,2,0,0,0
1,9,0,0,1154,1,0,2,0,0,4,0,37,0,0,3,1,1,1,0,0
0,24,1,3,1371,0,1,4,1,0,4,0,25,0,2,1,0,1,1,0,1
2,12,0,2,1402,2,2,3,1,0,4,3,37,0,2,1,0,1,0,0,0
2,21,0,4,3275,1,0,1,0,0,4,3,36,0,0,1,2,1,0,0,0
1,48,1,3,8487,0,2,1,1,0,2,3,24,0,0,1,0,1,1,0,0
0,12,1,2,7865,1,0,4,0,0,4,2,53,0,1,1,2,1,0,0,1
2,15,1,3,3186,3,2,2,1,0,3,3,20,0,2,1,0,1,1,0,0
0,48,1,4,4788,1,2,4,0,0,3,1,26,0,0,1,0,2,1,0,0
2,48,0,0,3578,0,0,4,0,0,1,0,47,0,0,1,0,1,0,0,0
1,20,2,8,2629,1,1,2,0,0,3,3,29,1,0,2,0,1,0,0,0
2,10,1,4,2901,0,4,1,1,0,4,0,31,0,2,1,0,1,1,0,0
3,15,1,5,2687,1,2,2,0,0,4,1,26,0,2,1,0,1,0,0,0
1,30,1,2,3832,1,4,2,3,0,1,1,22,0,0,1,0,1,1,0,0
0,20,0,2,4272,1,0,1,1,0,4,1,24,0,0,2,0,1,1,0,0
2,12,1,0,2073,4,1,4,1,2,2,0,28,0,0,1,0,1,1,0,0
0,30,1,4,3857,1,1,4,2,0,4,1,40,0,0,1,2,1,0,0,0
2,30,0,0,6742,0,2,2,0,0,3,1,36,0,0,2,0,1,1,0,0
0,12,1,9,902,1,2,4,3,0,4,1,21,0,2,1,0,1,1,0,1
2,30,1,0,2333,2,0,4,0,0,2,3,30,1,0,1,2,1,1,0,0
0,36,0,4,9629,1,2,4,0,0,4,3,24,0,0,2,0,1,0,0,1
0,24,1,4,2910,1,2,2,0,0,1,2,34,0,1,1,2,1,0,0,0
0,24,1,0,1938,1,4,4,2,0,3,1,32,0,0,1,0,1,1,0,1
2,10,0,2,2069,0,1,2,3,0,1,3,26,0,0,2,0,1,1,1,0
0,24,4,3,1193,1,3,1,1,2,4,2,29,0,2,2,3,1,1,0,1
1,9,1,2,2030,0,2,2,0,0,1,3,24,0,0,1,0,1,0,0,0
1,24,0,5,2825,0,2,4,0,0,3,2,34,0,0,2,0,2,0,0,0
2,6,0,2,1221,0,1,1,3,0,2,1,27,0,0,2,0,1,1,0,0
0,36,1,1,1977,0,0,4,0,0,4,2,40,0,0,1,2,1,0,0,1
0,18,1,0,2389,1,4,4,1,0,1,3,27,2,0,1,0,1,1,0,0
2,48,1,5,3914,0,1,4,2,0,2,0,38,1,0,1,0,1,1,0,1
0,24,2,0,1024,1,4,4,3,0,4,0,48,2,0,1,0,1,1,0,1
2,24,1,2,3062,2,0,4,0,0,3,2,32,0,2,1,0,1,0,0,0
0,48,3,4,4605,1,0,3,0,0,4,2,24,0,1,2,0,2,1,0,1
1,18,1,0,866,1,1,4,3,1,2,0,25,0,0,1,1,1,1,0,0
2,12,1,2,1574,1,1,4,0,0,2,0,50,0,0,1,0,1,1,0,0
1,21,1,5,2767,4,0,4,2,0,2,3,61,1,2,2,1,1,1,0,1
1,14,1,5,1410,2,0,1,3,0,2,0,35,0,0,1,0,1,0,0,0
3,6,1,2,2116,1,1,2,0,0,2,0,41,0,0,1,0,1,0,0,0
2,12,0,1,701,1,1,4,0,0,2,3,32,0,0,2,0,1,1,0,0
2,24,1,2,3972,1,2,2,1,0,4,1,25,0,2,1,0,1,0,0,0
1,12,3,2,2969,1,4,4,1,0,3,1,25,0,2,2,0,1,1,0,1
1,12,1,0,1331,1,4,2,0,0,1,3,22,2,0,1,0,1,1,0,1
2,12,1,0,707,1,1,4,0,0,2,0,30,1,0,2,0,1,1,0,0
1,12,1,3,7472,0,3,1,1,0,2,0,24,0,2,1,3,1,1,0,0
2,15,4,0,1569,4,0,4,0,0,4,3,34,1,0,1,1,2,1,0,0
2,24,1,2,929,0,2,4,0,0,2,3,31,2,0,1,0,1,0,0,0
0,9,1,0,1364,1,2,3,0,0,4,0,59,0,0,1,0,1,1,0,0
0,12,3,0,6199,1,1,4,0,0,2,1,28,0,2,2,0,1,0,0,1
2,36,0,4,10477,0,0,2,0,0,4,2,42,0,1,2,0,1,1,0,0
3,21,1,3,2923,4,1,1,1,0,1,3,28,1,0,1,2,1,0,0,0
2,42,1,0,7166,0,2,2,3,0,4,1,29,0,2,1,0,1,0,0,0
2,21,1,4,5248,0,1,1,0,0,3,3,26,0,0,1,0,1,1,0,0
1,24,1,4,2760,0,0,4,0,0,4,2,36,1,1,1,0,1,0,0,0
2,36,1,2,3349,1,1,4,1,0,2,3,28,0,0,1,2,1,0,0,1
0,12,1,2,1620,1,1,2,1,2,3,1,30,0,0,1,0,1,1,0,0
1,48,4,5,6416,1,0,4,1,0,3,2,59,0,2,1,0,1,1,0,1
2,24,1,0,1376,2,2,4,1,0,1,3,28,0,0,1,0,1,1,0,0
2,30,0,0,2831,1,1,4,1,0,2,3,33,0,0,1,0,1,0,0,0
0,12,1,2,1858,1,4,4,1,0,1,3,22,0,2,1,0,1,1,0,0
2,28,0,0,2743,1,0,4,0,0,2,3,29,0,0,2,0,1,1,0,0
1,12,1,3,685,1,2,2,3,0,3,3,25,1,0,1,1,1,1,0,1
1,12,1,0,1103,1,2,4,0,1,3,0,29,0,0,2,0,1,1,1,0
0,36,0,2,2348,1,1,3,3,0,2,1,46,0,0,2,0,1,0,0,0
0,12,1,1,1200,0,1,4,1,0,4,1,23,1,2,1,0,1,0,0,0
2,36,2,0,4454,1,1,4,1,0,4,0,34,0,0,2,0,1,1,0,0
0,48,0,4,6143,1,0,4,1,0,4,2,58,2,1,2,1,1,1,0,1
0,30,1,7,11998,1,4,1,2,0,1,2,34,0,0,1,1,1,0,0,1
0,24,1,3,1207,1,4,4,1,0,4,1,24,0,2,1,0,1,1,0,1
0,24,4,4,3632,1,1,1,1,1,4,3,22,1,2,1,0,1,1,1,0
2,18,0,4,3850,1,2,3,0,0,1,3,27,0,0,2,0,1,1,0,0
2,24,0,4,2346,1,2,4,0,0,3,3,35,0,0,2,0,1,0,0,0
0,21,1,0,3357,3,4,4,1,0,2,3,29,1,0,1,0,1,1,0,0
0,36,1,2,3620,1,1,1,0,1,2,1,37,0,0,1,0,2,1,0,0
2,6,1,2,4611,1,4,1,1,0,4,1,32,0,0,1,0,1,1,0,1
2,18,1,2,1984,1,1,4,0,0,4,2,47,1,1,2,0,1,1,0,0
0,6,0,3,3676,1,1,1,0,0,3,0,37,0,2,3,0,2,1,0,0
0,36,1,2,5179,1,2,4,0,0,2,1,29,0,0,1,0,1,1,0,1
0,12,1,2,1262,0,0,2,2,0,4,1,49,0,0,1,1,1,0,0,0
1,12,1,0,766,2,1,4,0,0,3,0,66,0,0,1,1,1,1,0,1
0,24,4,2,3349,2,4,4,0,0,4,2,30,0,1,1,0,2,0,0,1
2,18,0,0,629,2,0,4,0,0,3,1,32,1,0,2,2,1,0,0,0
1,12,1,0,1155,1,0,3,3,1,3,0,40,1,0,2,1,1,1,0,0
1,45,0,0,4746,1,4,4,0,0,2,1,25,0,0,2,1,1,1,0,1
3,24,1,2,1925,1,1,2,0,0,2,0,26,0,0,1,0,1,1,0,0
3,12,1,0,1297,1,1,3,3,0,4,0,23,0,2,1,0,1,1,0,0
2,18,1,4,3378,0,1,2,0,0,1,1,31,0,0,1,0,1,0,0,0
0,6,1,6,343,1,4,4,1,0,1,0,27,0,0,1,0,1,1,0,0
2,6,1,2,2978,2,1,1,0,0,2,3,32,0,0,1,0,1,0,0,0
1,9,4,4,5129,1,0,2,1,0,4,2,74,1,1,1,2,2,0,0,1
0,12,1,0,1680,2,0,3,3,0,1,0,35,0,0,1,0,1,1,0,0
2,18,1,0,4594,1,4,3,0,0,2,3,32,0,0,1,0,1,0,0,0
0,18,2,1,8471,0,1,1,1,0,2,3,23,0,2,2,0,1,0,0,0
1,15,4,3,1264,4,1,2,3,0,2,1,25,0,2,1,0,1,1,0,1
2,24,0,4,3868,1,0,4,1,0,2,3,41,0,2,2,2,1,0,0,0
0,24,4,5,3161,1,1,4,0,0,2,1,31,0,2,1,0,1,0,0,1
2,12,1,3,2133,0,0,4,1,0,4,2,52,0,1,1,2,1,0,0,0
2,21,1,0,3160,0,0,4,0,0,3,1,41,0,0,1,0,1,0,0,0
1,9,0,1,1136,3,0,4,0,0,3,2,32,0,1,2,0,2,1,0,1
2,15,1,1,4623,4,1,3,0,0,2,1,40,0,0,1,2,1,0,0,1
2,21,2,2,1591,4,2,4,0,0,3,0,34,0,0,2,2,1,1,0,0
1,30,3,5,4280,4,1,4,1,0,4,3,26,0,2,2,1,1,1,0,1
0,8,0,8,1164,1,0,3,0,0,4,2,51,1,1,2,2,2,0,0,0
0,18,1,0,2600,1,1,4,0,0,4,2,65,0,1,2,0,1,1,0,1
1,30,2,0,1919,4,4,4,0,0,3,2,30,2,0,2,2,1,1,0,1
2,12,2,7,1555,3,0,4,0,0,4,2,55,0,1,2,0,2,1,0,1
1,18,2,5,2427,0,0,4,0,0,2,1,42,0,0,2,0,1,1,0,0
1,12,1,3,1007,3,1,4,3,0,1,0,22,0,0,1,0,1,1,0,0
1,9,1,2,959,1,1,1,1,0,2,3,29,0,0,1,0,1,1,1,1
2,27,1,7,5190,0,0,4,0,0,4,1,48,0,0,4,0,2,0,0,0
0,6,0,3,1361,1,4,2,0,0,4,0,40,0,0,1,1,2,1,1,0
2,24,1,4,2679,1,4,4,1,0,1,2,29,0,0,1,2,1,0,0,0
2,4,0,0,1503,1,2,2,0,0,1,0,42,0,0,2,1,2,1,0,0
2,15,1,4,1300,0,0,4,0,0,4,2,45,1,1,1,0,2,1,0,0
1,9,1,3,3195,0,1,1,1,0,2,0,33,0,0,1,1,1,1,0,0
0,48,1,1,7476,1,2,4,0,0,1,2,50,0,1,1,2,1,0,0,0
2,12,0,3,1163,2,1,4,0,0,4,0,44,0,0,1,0,1,0,0,0
1,18,1,0,3213,2,4,1,3,0,3,0,25,0,2,1,0,1,1,0,0
2,10,1,9,894,0,2,4,1,0,3,1,40,0,0,1,0,1,0,0,0
2,6,1,2,1543,3,1,4,2,0,2,0,33,0,0,1,0,1,1,0,0
2,15,2,0,1478,1,1,4,3,0,3,0,33,1,0,2,0,1,1,0,0
2,21,0,2,2288,1,4,4,1,0,4,1,23,0,0,1,0,1,0,0,0
0,6,0,3,860,1,0,1,1,0,4,2,39,0,0,2,0,1,0,0,0
2,12,0,2,1935,1,0,4,0,0,4,0,43,0,0,3,0,1,0,0,0
1,15,0,0,2728,0,2,4,0,1,2,0,35,1,0,3,0,1,0,0,0
3,10,1,3,1240,4,0,1,1,0,4,2,48,0,1,1,1,2,1,0,1
0,28,1,3,4006,1,1,3,0,0,2,3,45,0,0,1,1,1,1,0,1
2,12,0,3,682,4,2,4,1,0,3,3,51,0,0,2,0,1,0,0,0
2,24,0,0,1516,3,1,4,1,0,1,0,43,0,0,2,1,1,1,0,0
1,18,2,2,4297,1,0,4,2,0,3,2,40,0,0,1,2,1,0,0,1
2,48,0,1,6110,1,1,1,0,0,3,2,31,1,1,1,0,1,0,0,0
2,6,0,3,250,3,1,2,1,0,2,0,41,1,0,2,1,1,1,0,0
0,24,0,5,1382,4,2,4,0,0,1,0,26,0,0,2,0,1,0,0,0
3,12,1,2,2251,1,1,1,1,0,2,3,46,0,0,1,1,1,1,0,0
0,47,1,3,10722,1,4,1,1,0,1,0,35,0,0,1,1,1,0,0,0
0,18,0,3,3966,1,0,1,1,0,4,0,33,1,2,3,0,1,0,0,1
2,15,1,6,1262,2,2,4,0,0,3,1,36,0,0,2,0,1,0,0,0
2,24,0,5,4139,4,1,3,0,0,3,1,27,0,0,2,1,1,0,0,0
3,12,0,3,939,2,2,4,3,0,2,0,28,0,0,3,0,1,0,0,1
0,6,1,2,428,1,0,2,1,0,1,1,49,1,0,1,0,1,0,0,0
1,36,0,0,2337,1,0,4,0,0,4,0,36,0,0,1,0,1,1,0,0
1,13,1,0,2101,1,4,2,1,1,4,1,23,0,0,1,1,1,1,0,0
2,24,0,3,2022,1,1,4,1,0,4,3,37,0,0,1,0,1,0,0,0
1,24,4,1,1837,1,2,4,1,0,4,2,34,1,1,1,1,1,1,0,1
1,15,1,7,1308,1,0,4,0,0,4,3,38,0,0,2,1,1,1,0,0
1,48,1,5,15672,1,1,2,0,0,2,3,23,0,0,1,0,1,0,0,1
1,24,1,4,12579,1,0,4,1,0,2,2,44,0,1,1,2,1,0,0,1
0,36,0,1,8065,1,1,3,1,0,2,2,25,0,0,2,2,1,0,0,1
1,12,1,0,1092,1,1,4,1,1,4,0,49,0,0,2,0,1,0,0,0
0,12,1,1,795,1,4,4,1,0,4,1,53,0,0,1,0,1,1,0,1
